Lot Area,Bedroom AbvGr,Year Built,1st Flr SF,2nd Flr SF,Full Bath,Bsmt Full Bath,Garage Cars,Garage Area,TotalSF,SalePrice
3842,2,2004,1646,0,2,1,2,432,3369,275000
23730,3,1996,2032,0,3,1,3,529,3285,300000
13265,3,2002,1689,0,2,1,3,512,2778,271000
11050,3,1996,910,910,2,0,3,665,4463,213000
9880,3,1977,1118,0,1,1,1,788,3055,171000
10125,3,1977,1279,0,2,0,2,800,3284,171500
10260,4,1976,936,936,2,0,2,612,2700,100000
9990,3,1991,1689,0,2,1,2,400,1794,228500
164660,3,1965,1619,167,2,2,2,400,1778,228950
4084,2,1986,1501,0,2,1,2,666,2408,241500
15498,2,1976,2898,0,2,1,2,438,2990,287000
11563,3,2006,1537,0,2,1,3,616,3257,294000
9520,3,2007,1646,0,2,1,3,578,2512,293077
12852,3,2007,920,860,2,1,2,600,2970,264966
9802,3,2006,712,730,2,0,2,467,2872,172500
9735,3,2006,754,640,2,0,2,435,3341,167500
12018,3,2008,796,816,2,0,3,749,3744,218689
12890,3,1989,1495,0,2,0,2,520,3612,150000
12416,3,1986,1651,0,2,1,2,892,3928,184000
18265,3,1986,1256,0,2,0,2,784,2688,180000
10200,3,1988,1509,0,2,1,2,784,2688,175000
11202,3,2003,1440,0,2,1,2,0,2184,232500
7915,3,1999,1675,0,2,1,2,392,2378,195000
12244,4,2003,1482,780,2,1,3,850,2400,305000
11449,3,2007,1728,0,2,1,2,499,2080,298751
11447,3,2005,1964,0,2,1,3,336,1568,370000
8940,2,1997,1344,0,2,2,4,336,2025,209200
7060,2,1997,1344,0,2,2,4,297,1514,206300
9278,2,2007,1092,0,1,0,0,297,1450,146000
4500,2,1997,1189,0,2,1,2,257,2273,160500
14137,3,1964,1200,0,1,1,3,0,1638,173000
4224,3,1975,1040,0,1,0,2,0,1260,124000
2665,3,1976,616,688,1,0,1,520,1976,115000
2665,4,1976,925,550,2,0,1,264,1632,129500
1974,2,1973,526,462,1,1,1,264,1799,105000
1596,1,1973,526,462,1,1,1,264,1632,94900
17979,3,1968,1160,0,1,1,1,816,1632,152500
1477,3,1970,546,546,2,0,0,264,1690,98000
1890,1,1972,630,0,1,1,0,423,2733,81000
21750,2,1954,988,0,1,0,2,484,1753,113000
6490,2,1983,816,0,1,0,1,530,2752,128500
6951,3,1984,923,0,1,1,1,288,2522,119500
6600,3,1982,816,0,1,0,1,525,3174,130500
6600,2,1982,816,0,1,1,2,526,2554,138000
6600,3,1982,845,0,1,0,1,516,4446,134500
12508,4,1940,983,767,2,1,1,621,4434,160000
12395,3,1984,889,0,1,0,2,433,2580,137500
11075,4,1969,1168,800,2,0,2,373,2378,172000
56600,4,1900,1150,686,2,0,1,388,2264,103000
10667,3,1971,1587,0,2,0,2,460,2516,167300
10628,2,1970,1277,0,1,1,2,390,1768,167000
13651,3,1973,2223,0,2,1,2,499,3146,244000
15865,4,1970,2217,0,2,1,2,398,2086,268000
12394,3,2003,847,886,2,0,2,451,2637,225000
10364,3,1995,806,766,2,0,2,420,2244,168000
13869,3,1997,794,676,2,0,2,402,2490,177000
8773,3,1997,916,684,2,0,2,482,3237,169000
8872,3,1997,754,630,2,0,2,420,2355,161500
5330,2,2000,1652,0,2,1,2,402,1856,251000
10147,3,1994,924,770,2,0,2,392,1866,160000
8637,3,1999,947,767,2,1,2,392,2545,180000
7875,3,1996,691,862,2,0,2,480,2430,178750
7875,3,1995,1253,0,2,0,2,461,2162,176000
7500,5,1999,957,1342,3,0,2,577,3280,204000
9556,3,1992,1187,0,2,0,2,480,2345,160000
10784,3,1991,802,670,2,0,2,484,2633,160000
9125,3,1992,812,670,2,0,2,676,3844,163900
7655,3,1993,910,732,2,0,2,729,3690,168000
18160,3,1964,1128,0,1,1,2,1110,4998,154204
3696,2,1986,1088,0,1,0,2,828,2524,170000
5062,3,1984,1190,900,2,1,2,556,3224,207500
4740,2,1988,1179,0,2,1,2,567,2838,182000
5118,1,1990,1321,0,1,1,2,724,4454,212000
14157,3,2005,1922,0,2,1,3,724,3784,377426
12328,4,2005,1164,1377,3,1,3,467,2880,349265
51974,4,2006,2338,0,2,1,3,480,2568,591587
41600,3,1969,1424,0,1,1,3,477,2453,155000
8035,2,2006,1612,0,2,1,2,484,2204,319900
8089,2,2007,1419,0,2,1,2,663,3193,392000
14082,1,2006,2234,0,1,1,2,481,2710,441929
13870,3,2006,2042,0,2,1,3,534,2777,455000
12546,3,1981,1440,0,2,0,2,551,2878,182900
10960,3,1984,1284,0,2,1,2,564,2064,174000
12090,3,1984,1140,728,3,0,2,495,2330,178000
12090,3,1981,725,754,2,0,2,550,2264,176000
12299,3,1978,1664,0,2,1,2,478,2612,213000
11339,4,1979,1085,845,2,1,2,462,2400,192000
11952,3,1977,1161,808,2,0,2,944,2845,190000
12046,4,1976,1118,912,2,0,2,487,2968,195000
10395,3,1978,1032,0,2,0,2,539,2445,148000
11850,3,1984,1177,0,2,0,2,550,2728,151500
11584,3,1979,1040,685,2,0,2,585,2552,197000
10400,2,1979,1353,0,2,1,2,488,2961,192350
10793,4,1969,780,840,2,0,2,288,1481,152000
13001,2,1971,1220,0,2,0,2,576,1962,170000
12243,3,1971,1484,0,2,0,2,484,2204,175000
11700,3,1968,1041,702,1,0,2,576,2347,175000
12384,3,1976,1142,793,2,0,2,368,1828,197900
8991,3,1976,1324,0,2,0,2,280,1900,174000
8000,4,1974,1084,793,2,1,2,480,1730,178900
10500,3,1971,576,533,1,0,1,684,1716,139000
10530,3,1971,981,0,1,1,2,270,1828,143250
7472,4,1972,725,754,1,1,2,528,1728,184000
9457,3,1970,1422,0,1,1,2,367,1490,155000
7920,3,1970,914,0,1,0,1,511,2674,133000
9758,3,1971,950,0,1,0,1,522,2742,119500
8294,3,1971,872,0,1,0,4,264,1617,123000
7340,2,1971,858,0,1,0,1,264,1890,110000
17199,2,1961,914,0,1,0,1,264,1890,128000
9000,3,1971,864,0,1,0,2,440,1932,120500
4058,1,1998,767,0,1,1,1,440,2130,133000
4113,2,2001,1337,0,2,0,2,440,2036,155000
10943,2,1997,1337,0,2,1,2,440,2352,177000
2205,3,1973,525,567,1,0,1,319,2116,113500
1890,3,1973,672,546,1,0,1,360,1976,113000
2058,4,1973,672,546,1,0,1,730,3606,113700
2016,3,1970,630,672,2,0,2,774,3650,106000
1920,2,1971,765,600,1,1,2,818,3388,122500
4928,2,1976,958,0,2,0,2,856,3388,128000
2308,3,1976,804,744,2,1,2,928,3468,155000
2304,2,1978,1055,0,2,0,1,938,4230,142500
7150,3,1966,988,0,1,1,1,732,4242,129250
12469,3,2006,1816,0,2,1,3,1040,4590,356000
11694,3,2007,1828,0,2,0,3,670,3658,314813
12030,3,2007,1694,0,2,0,3,878,4040,318000
11825,3,2006,1694,0,2,0,3,947,3235,322400
12085,3,2007,1734,0,2,1,3,932,5104,318000
14333,2,2007,2122,0,2,1,3,895,3908,345474
14450,3,2006,2121,0,2,0,3,694,4796,415298
13641,3,2007,1943,713,2,1,3,866,3260,492000
13440,4,2006,1148,1402,2,0,3,908,3952,338931
15431,2,2005,2046,0,2,1,3,814,4462,450000
14154,3,2006,1071,1101,2,0,3,1174,4610,280000
13891,3,2007,2552,0,2,1,3,728,3734,479069
14226,3,2006,1973,0,2,0,3,852,3616,395000
13693,3,2006,2069,574,2,0,3,786,3018,380000
11428,3,2006,1634,0,2,0,3,789,3743,250000
14977,2,2006,1976,0,2,1,3,843,3604,440000
13654,4,2005,1722,1036,2,0,3,916,4662,418000
17169,2,2007,2290,0,2,2,3,872,3604,500067
16659,3,2007,1582,570,2,0,2,818,3702,260116
9591,4,2004,1143,1330,2,0,3,656,3555,317000
9709,3,2007,958,1142,2,1,3,774,2713,319500
10562,3,2007,1610,551,1,1,3,878,3228,325624
13615,3,2006,1802,0,2,0,3,554,3442,372000
13069,5,2004,1718,1238,2,0,3,876,3126,342000
12099,4,2004,1136,1332,2,1,3,460,2724,354000
14277,3,2003,1217,1168,2,1,3,631,2604,350000
11999,4,2003,1234,1140,2,0,3,631,2604,285000
12568,3,2007,895,923,2,1,3,460,2724,281500
9926,3,2005,1614,0,2,1,3,627,3108,245700
9254,3,2005,1721,0,2,1,2,627,3108,232698
10732,3,2006,1298,530,2,0,3,484,2740,250000
7577,2,2005,1362,0,2,0,2,564,3154,194700
3901,1,2005,1302,0,1,1,2,556,3122,204000
3903,1,2005,1302,0,1,1,2,617,3738,200000
6289,2,2005,1362,0,2,1,2,550,2648,207000
4590,2,2006,1554,0,2,0,2,478,2810,209500
4590,2,2006,1554,0,2,0,2,572,2264,209500
6442,2,2006,1370,0,2,0,2,400,2304,202500
7841,2,2005,1577,0,2,1,2,393,2267,280000
7313,2,2005,1561,0,2,1,2,454,2066,277500
7820,2,2007,1869,0,2,0,2,440,2233,318061
6240,2,2006,1324,0,2,0,2,350,2444,221370
3242,2,2003,1405,0,2,1,2,388,2652,200000
15810,3,2007,768,728,3,0,2,400,2184,181755
10237,3,2005,768,768,2,0,2,436,2604,176000
10237,3,2005,783,701,2,0,2,396,2680,178900
13204,3,2006,608,850,2,0,2,432,2028,168165
8857,3,2006,738,757,2,0,2,440,2256,171925
9729,3,2006,698,1048,2,1,3,400,2184,198444
12216,3,2005,1326,0,2,1,2,462,2504,203000
9018,3,2007,728,728,2,0,2,648,2516,179540
8993,3,2007,1302,0,2,0,2,648,2660,176485
8899,3,2007,1340,0,2,0,2,630,2995,181134
8499,3,2006,616,796,2,0,2,388,2532,156932
8229,3,2007,752,752,2,0,2,630,3060,166000
7713,3,2007,728,728,2,0,2,437,1954,177594
7697,3,2007,1258,0,2,0,2,400,1758,173500
3922,2,2006,1258,0,2,0,3,434,2806,172500
3922,2,2006,1402,0,0,0,3,534,3035,194201
3621,2,2003,1589,0,2,1,3,440,2560,226500
3710,2,2007,1266,0,2,0,2,400,1778,185485
14572,3,2004,1530,0,2,1,3,434,2795,259000
16219,2,2004,1119,0,2,1,2,463,2614,188500
11084,3,2004,744,630,2,1,2,435,2849,175000
11796,4,2004,847,1112,2,0,2,460,2600,215000
10936,3,2006,1525,0,2,0,2,400,1814,206580
8244,3,2004,840,880,2,0,2,400,1980,183500
11950,3,2003,754,640,2,0,2,442,2605,165500
7875,4,2003,847,1101,2,0,2,460,2585,211000
8063,3,2000,948,742,2,0,2,813,6872,181000
8740,4,2002,864,1131,2,0,2,925,4330,219500
7917,3,1999,953,694,2,0,2,648,3254,175000
9967,3,2000,774,656,2,0,2,804,5266,170000
7750,3,2003,660,660,2,0,2,806,4486,162000
9487,3,2000,940,750,2,1,2,758,3971,187000
9649,3,1999,961,683,2,0,2,600,3451,185000
15623,4,1996,2411,2065,3,1,3,832,6760,745000
12191,4,1997,1779,772,2,1,3,455,3130,384500
11000,4,2000,997,1288,2,0,3,834,3777,248000
11400,2,2001,2633,0,2,1,3,721,3723,466500
10557,4,1998,1671,1407,2,1,3,752,3849,410000
11002,4,1998,1411,1171,2,1,3,546,6428,322500
10790,4,1998,1108,1277,2,0,3,517,3307,252000
21535,4,1994,2444,1872,3,0,3,933,3863,755000
9920,3,1996,1127,886,2,1,2,605,2738,269790
11787,3,1996,1383,1015,2,1,3,852,3084,315750
9950,4,1995,1214,1306,2,0,3,788,3810,290000
12257,4,1995,1328,1203,2,0,3,754,2949,290000
12692,4,1992,3228,0,3,1,2,484,3058,430000
11762,4,1992,1105,1097,2,1,2,1092,3932,263000
9044,4,1996,1335,1203,2,0,3,865,3259,330000
9910,3,2007,1369,0,2,0,2,895,3590,213133
11830,3,2007,1542,0,2,1,3,480,3056,260261
11670,3,2006,1905,0,2,0,3,786,3452,320000
15256,3,2007,1464,0,2,1,3,954,3378,282922
10612,3,2006,1534,0,2,0,2,825,3176,215000
12291,1,2007,1966,0,2,1,3,484,3076,419005
13501,3,2006,1636,0,2,1,3,474,2992,255000
9986,2,2006,1795,0,2,0,3,672,3000,147000
9965,3,2007,1528,0,3,0,2,636,3380,235876
9416,3,2007,1726,0,2,1,3,574,2959,311872
9849,3,2007,1689,0,2,0,3,859,3132,248328
10000,3,2006,1588,0,2,0,3,598,2676,227000
8847,3,2005,1538,0,2,1,2,575,2670,260000
9158,3,2007,1496,0,2,0,2,590,2688,225000
8251,3,2005,1506,0,2,1,2,561,2313,249000
10084,3,2004,1694,0,2,1,2,1025,3047,307000
9605,3,2006,982,995,2,0,3,550,3794,250000
8778,3,2006,1302,528,2,0,3,880,2835,221300
8640,3,2007,1338,0,2,0,2,826,3312,208900
9000,3,2006,1335,0,2,0,2,578,2635,210400
8640,3,2007,896,896,2,0,2,594,3158,255000
10411,3,2007,725,863,3,0,2,658,3370,212109
9000,3,2006,1088,871,2,0,3,744,3601,270000
9000,4,2007,1184,1426,2,0,2,610,4046,303477
12217,3,2007,955,925,2,1,3,0,2200,310013
11096,3,2006,1656,0,2,0,3,0,2286,249700
10207,3,2007,874,887,3,0,2,576,2188,227875
10440,2,2007,1584,0,2,0,2,566,2947,261329
11824,2,2006,1685,0,2,0,3,471,2649,253000
10625,4,2004,1158,1285,2,0,3,492,2684,265000
11143,4,2004,1580,886,3,0,2,539,2698,340000
7500,3,2006,1100,0,1,0,0,514,2976,146000
7500,3,2006,1143,0,1,0,0,529,3150,147000
12450,3,2003,1094,0,1,1,2,283,1896,149000
7441,3,2006,1486,0,2,0,2,504,1724,181000
8462,3,1994,936,785,2,0,2,630,2020,201000
11613,3,1993,920,900,2,0,2,308,1788,191750
8450,3,2000,1349,0,2,0,2,624,1940,179000
16196,3,1998,1494,0,2,1,2,576,2114,215000
8012,2,1992,1575,0,2,1,2,264,1998,179200
8012,2,1980,630,636,1,0,1,544,2160,128000
9180,2,1983,884,0,1,1,2,349,2836,144000
8400,4,1977,2020,0,2,0,2,686,2080,144000
6285,2,1977,894,0,1,1,1,572,1976,120750
8480,2,1963,970,0,1,1,2,288,1778,132500
7420,3,1962,1057,0,1,0,2,564,3726,132000
7758,3,1962,999,0,1,1,1,518,3359,132500
6970,3,1961,1120,0,1,1,2,431,2074,129000
13673,3,1962,1696,0,1,0,1,611,3091,143900
7476,3,1968,1040,0,1,1,2,542,2099,145000
9945,3,1961,988,0,1,1,2,750,4263,128500
6173,3,1967,902,0,1,0,1,541,4555,125500
19522,3,1990,1271,1232,2,1,2,540,2756,300000
17542,3,1974,1516,651,2,1,2,484,2292,294000
10751,2,1974,1037,0,1,1,2,476,3076,129000
16647,3,1975,1701,0,2,1,2,466,2704,171000
12712,2,1973,1055,0,1,1,2,466,2704,147000
9572,4,1990,1453,1357,2,0,2,528,3100,302000
10678,4,1992,2129,743,2,0,2,569,2482,285000
4379,2,2004,1378,0,2,1,2,528,1875,214000
3523,2,2006,1151,0,2,1,2,440,2245,166000
3784,2,2006,1565,0,2,1,2,440,2187,193800
4230,2,2006,1352,0,2,0,2,440,2268,208900
3606,2,2006,1352,0,2,1,2,440,2329,194000
5330,2,2006,1550,0,2,0,2,440,2281,207500
4274,1,2006,1241,0,1,1,2,480,1653,199900
4251,2,2006,625,625,2,0,2,492,2217,164700
2280,3,1999,757,744,2,1,2,576,2925,176500
3230,2,1999,729,729,2,0,2,625,2697,176000
2117,2,2000,756,756,2,0,2,552,3102,168500
2117,3,2000,769,804,2,0,2,1105,3582,177000
2117,3,2000,769,756,2,0,2,478,2988,177000
5105,2,2004,551,551,2,0,2,546,4364,148800
2645,2,1999,764,677,2,0,2,588,2792,174000
7399,3,1997,975,975,2,0,2,528,2874,239000
7321,3,1999,1358,0,2,0,2,571,2352,204000
8010,3,2003,1072,976,2,1,2,512,2383,301000
8413,3,1998,1220,1142,2,1,2,460,2524,312500
9466,1,1994,1494,0,1,1,2,676,4958,279700
12000,3,1980,2362,0,2,1,2,600,3981,255000
16157,2,1978,1432,0,1,1,2,650,2986,194000
10768,3,1976,1437,0,2,1,2,412,2064,218000
3840,1,1978,1295,0,1,1,2,570,3419,213750
9600,3,1976,1094,761,2,0,2,480,2055,187000
9600,3,1976,1262,0,2,0,2,528,2590,181500
17778,2,1981,2497,0,2,1,2,515,2734,373000
18890,4,1977,1361,1259,2,0,2,472,3188,190000
7050,3,2001,1057,872,2,1,2,473,3223,226000
11700,3,1968,1152,0,1,1,2,528,3360,143450
8000,4,1970,1403,1008,2,1,2,484,2186,240050
8723,3,1969,1082,0,1,1,2,528,2484,162500
11700,3,1968,1295,0,1,1,2,311,2104,164000
11358,3,1972,1610,0,2,0,2,308,2056,185000
9547,2,1993,1594,0,2,0,2,318,2428,188500
10530,3,1993,1091,984,2,1,2,515,2146,255000
11500,4,1976,1680,0,2,0,2,484,2368,136905
10738,3,1966,1093,0,2,1,2,352,3456,158500
9600,3,1973,1242,0,1,0,2,530,1224,175500
10800,3,1963,1052,0,1,1,1,286,2400,127000
8050,3,1967,1107,0,1,1,1,301,1916,127000
10355,3,1967,1214,0,2,0,1,461,2130,143000
10289,3,1965,1073,0,1,1,2,264,1726,156000
9503,2,1958,1344,0,1,1,1,297,1824,144000
10624,6,1964,1728,0,2,0,1,396,1968,119000
10899,2,1964,1224,0,2,0,3,294,882,103000
12342,3,1960,1422,0,1,0,1,440,2051,139900
12772,2,1960,958,0,1,0,1,784,1928,151500
8892,3,1960,1065,0,1,0,2,312,1788,126500
10482,3,1958,1138,0,1,0,1,440,2374,145000
7535,2,1958,912,0,1,0,1,440,2084,120000
7450,2,1956,1074,0,1,0,2,309,2604,124000
8339,3,1959,882,0,1,0,1,539,2999,106500
14357,2,1961,1187,0,1,1,2,286,2504,140500
8243,3,1961,964,0,1,0,2,510,3244,137500
8680,3,1960,894,0,1,0,1,572,2573,117600
8800,3,1966,1200,0,2,0,2,624,2390,163500
9200,3,1965,1042,0,2,0,2,462,1224,161000
9350,3,1964,1302,0,2,0,1,306,1864,158000
8800,5,1964,845,1309,2,0,2,512,1730,224500
11382,3,1964,1374,0,1,0,1,0,334,147000
22002,3,1959,1652,0,1,1,2,0,1332,200000
14585,3,1960,1429,0,1,0,2,0,1040,181900
7388,3,1959,1327,0,1,1,2,308,1616,150750
9842,2,1962,1224,0,2,0,2,540,2793,101800
8280,2,1950,932,0,1,0,1,288,2228,124000
12172,2,1940,908,0,1,0,2,400,2848,138500
5000,1,1946,334,0,1,0,0,240,2144,39300
5000,2,1946,666,0,1,0,0,312,2372,64500
3500,2,1945,442,228,1,1,0,792,3120,64000
5175,2,1958,808,0,1,0,1,432,2073,112000
9500,4,1964,1127,850,1,0,2,525,2472,165000
9600,2,1955,1150,0,1,1,1,275,1824,144000
11345,4,1948,928,992,2,0,2,315,2398,137000
9492,3,1941,968,408,1,1,1,596,3401,105000
9480,3,1942,888,756,1,0,1,315,1872,146500
8668,4,1968,1560,0,2,0,3,308,2016,126000
10050,3,1966,1280,0,2,0,2,692,2106,175000
9600,3,1961,1254,0,1,1,2,308,2112,158500
10150,2,1958,912,0,1,0,1,301,2884,114500
11344,3,1958,874,650,1,0,1,260,2112,144000
18450,3,1965,1465,915,2,0,2,336,2488,129000
8760,2,1957,936,0,1,1,1,336,2288,141000
6860,3,1956,1008,0,1,1,1,464,3052,131000
8250,3,1963,1053,0,1,1,2,308,1844,142100
8176,3,1958,1056,0,1,1,1,286,2096,139000
9750,4,1958,1442,0,1,0,1,484,3314,157900
9250,3,1954,1056,0,1,0,1,310,2615,139400
11988,3,1957,1244,0,1,0,1,336,2432,150000
9100,3,1960,1144,0,1,0,1,336,2018,120000
9736,4,1957,1721,0,1,0,2,484,3120,174850
9770,2,1957,922,0,1,1,1,410,1896,116000
10152,3,1956,1048,0,1,1,1,293,2080,135000
12155,3,1970,1657,0,2,0,2,240,2016,163500
12198,3,1955,1411,0,1,0,1,252,1850,130000
10050,3,1955,1216,0,1,1,1,572,1744,129500
11556,3,1953,1154,0,1,0,1,352,2730,142000
8078,4,1958,1560,0,2,0,2,390,1848,128600
10950,2,1952,948,0,1,0,2,252,1856,125000
7942,3,1953,1040,0,1,0,1,280,2752,136000
8923,2,1953,1008,0,1,1,1,420,1848,134500
8540,3,1956,925,0,1,1,1,0,2469,127000
7134,3,1955,1360,0,1,0,2,576,1738,130000
7150,4,1955,1040,500,1,1,1,371,2432,115000
8400,3,1955,925,0,1,1,1,1200,3752,116900
13300,2,1956,928,0,1,0,1,240,1769,132000
9532,3,1953,1647,0,1,1,1,0,1764,153000
15783,2,1952,924,0,1,0,1,580,2432,112500
14190,3,1890,1000,544,2,0,0,216,1624,138000
9600,2,1949,893,0,1,0,2,0,2270,135000
12099,3,1953,1216,0,1,1,1,216,1382,156000
21281,4,1935,1308,1778,3,0,3,276,2376,301600
10134,2,1940,735,299,1,0,1,240,1808,109000
5500,1,1956,882,0,1,0,0,288,1904,103200
10284,1,1925,845,436,2,1,2,504,3120,128500
10800,4,1927,968,0,2,0,1,576,1596,64500
10800,3,1895,751,783,1,0,0,240,2164,148000
5400,2,1920,691,0,1,0,1,315,2886,86000
10090,4,1963,1035,616,2,0,1,276,1864,172000
8700,3,1961,888,0,1,0,1,357,2102,120000
8300,3,1968,952,0,1,1,1,720,1728,128500
11606,5,1969,1040,1040,1,0,2,254,2144,135000
8064,3,1949,672,252,1,0,2,286,2080,122900
11664,2,1948,1082,0,1,0,1,338,2340,119200
10496,3,1949,1168,678,2,0,1,324,2484,143000
7200,3,1950,988,0,1,0,1,351,2754,119000
7200,3,1950,1238,0,1,0,1,0,3600,102000
7200,3,1950,864,0,1,1,2,300,925,129000
7000,2,1960,1134,0,1,0,1,440,2673,135000
7500,3,1959,1040,0,1,1,1,264,2676,152000
7315,3,1958,1170,0,1,0,1,294,1728,140000
7903,3,1960,1242,0,1,1,1,288,1832,152000
8000,3,1960,1377,0,1,1,1,576,1810,156500
8000,6,1961,1800,0,2,0,0,360,1696,141000
7000,3,1961,925,0,1,0,1,576,2141,99000
9760,3,1964,1020,831,2,0,2,184,2044,187000
7590,4,1962,876,936,2,0,1,672,1872,169500
6600,2,1962,864,0,1,0,1,180,1934,125500
6760,3,1962,936,0,1,1,1,273,1688,130000
6978,2,1926,960,0,1,0,2,379,1880,103000
9600,2,1910,768,664,2,0,2,576,1854,132000
6000,3,1927,866,430,1,0,2,308,1832,127500
4480,2,1922,1022,0,1,1,1,672,2038,89500
7200,2,1980,936,0,1,1,2,252,1711,140000
3153,2,1920,967,0,1,0,1,308,1920,99900
10800,2,1885,1047,0,1,0,1,342,2873,100000
7200,2,1940,1072,0,1,0,2,0,1552,130000
9000,2,1900,680,494,1,0,2,480,1936,135000
6000,2,1948,679,504,1,0,1,816,2497,120000
5925,2,1937,1131,0,1,0,2,374,2370,89471
5925,3,1900,761,380,1,0,1,250,2174,85000
6000,2,1920,960,0,1,0,1,480,1848,108500
9639,4,1900,1156,642,2,0,2,560,2999,137000
3880,2,1945,866,0,1,0,0,468,2576,110500
8520,2,1923,968,0,1,0,2,205,3218,100000
10337,3,1910,909,863,2,0,2,336,2045,184900
9863,4,1927,914,728,1,0,1,576,3273,145000
9600,3,1925,842,630,1,0,1,506,3505,125000
4571,3,1910,616,616,1,0,2,216,2765,114000
13600,5,1900,1422,915,2,0,2,812,3118,90000
8398,3,1910,991,659,2,0,2,704,3272,144100
9900,5,1880,1178,1032,2,0,1,160,2160,117500
3600,3,1930,687,671,1,0,1,331,968,124500
13500,3,1879,1312,1142,2,0,2,384,1382,185000
7200,4,1910,1260,1031,2,0,2,308,1816,133900
5400,3,1926,1149,467,2,0,1,308,2345,152000
8100,2,1948,1559,0,1,1,2,495,2082,153500
10800,3,1890,1576,978,1,0,2,440,2700,159500
9439,2,1930,912,336,1,0,1,224,2002,87000
8626,2,1956,968,0,1,0,1,217,1832,104500
11800,1,1949,1382,0,2,0,1,440,1953,110000
6854,1,1925,916,144,1,1,1,240,1768,136500
8674,3,1950,910,525,1,1,1,528,2270,128250
8731,3,1920,1167,0,1,0,2,280,1994,144000
8737,3,1923,915,720,1,0,2,230,2392,210000
6125,3,1939,728,546,2,0,1,379,2037,135000
6000,3,1939,608,624,1,0,1,180,2452,128000
6000,3,1941,869,349,1,0,2,576,1686,131000
6120,2,1939,884,0,1,0,1,560,2251,113000
6240,3,1938,861,548,1,1,2,180,1946,126000
6240,4,1939,899,423,1,1,1,408,3364,132000
6240,3,1930,1014,412,1,0,1,520,2588,131750
6120,2,1926,903,378,1,1,2,576,2144,132500
6120,4,1920,939,574,1,0,1,576,2066,137500
6120,2,1929,854,0,1,0,2,384,2094,132000
6240,3,1931,959,408,1,0,1,456,2016,127500
6180,2,1926,986,0,1,0,1,216,3240,102000
7755,4,1918,1100,1164,2,0,1,240,1765,200000
13515,3,1919,1060,764,1,0,2,216,2183,180500
8850,3,1920,752,624,1,0,2,240,2858,165000
8550,4,1926,960,356,1,0,2,280,1745,90000
8730,3,1915,698,698,1,0,1,658,3035,153575
5700,3,1929,672,672,1,1,2,0,2039,140000
8520,5,1916,1664,862,2,0,1,544,2155,136000
5680,3,1901,933,240,2,0,1,299,2928,113000
5680,2,1901,969,245,1,0,1,720,3318,117000
7758,4,1931,1226,592,1,0,1,436,2123,169500
7449,3,1930,1108,0,1,0,1,288,1641,139400
13200,5,1963,1497,797,3,0,2,440,2392,202500
6882,3,1914,773,582,1,0,0,660,1574,127000
9000,3,1937,780,595,1,0,1,308,2814,141000
9780,4,1950,976,976,1,0,1,0,1512,212300
10320,3,1915,1138,1042,1,0,2,264,2141,161000
4330,3,1958,838,477,2,1,2,498,3272,99500
7200,3,1920,581,530,1,0,1,0,4205,101000
4800,2,1916,1196,0,1,1,2,240,1890,109900
12358,2,1941,854,0,1,0,2,240,1954,128500
10120,4,1910,964,925,1,0,1,308,1924,122000
4388,3,1930,840,0,1,0,0,572,2872,87000
10320,3,1910,866,504,2,0,1,440,2010,50000
12888,3,1937,1262,1005,1,1,2,261,2058,219000
18030,3,1946,1636,971,3,0,0,528,2000,200500
8160,3,1940,756,378,1,1,1,264,2080,126000
4484,2,1942,778,504,1,1,1,240,1727,108500
11235,3,1963,999,0,1,1,1,384,1788,130000
11235,2,1964,1452,0,1,1,2,300,1896,158450
14299,3,1964,1005,0,1,1,2,576,1636,115400
7943,3,1961,1029,0,1,1,1,264,1773,118500
14149,3,1964,1020,0,2,0,2,528,1886,165000
11677,3,1966,1040,0,1,1,1,386,1910,123000
8400,3,1966,913,0,1,1,1,450,1788,129000
7094,3,1966,894,0,1,0,1,528,1945,125000
8978,3,1968,948,0,1,0,1,315,1824,108000
8425,2,1971,868,0,1,1,2,323,2615,119900
8665,3,1968,897,0,1,0,1,638,3325,115000
8398,2,1967,943,0,1,1,2,576,2232,134500
7742,3,1966,955,0,1,1,1,224,1982,127000
8724,3,1968,894,0,1,0,2,494,2266,129000
8197,3,1977,1285,0,1,0,2,303,2334,143500
8169,3,1966,912,0,1,1,1,460,998,129000
14175,3,1956,1375,0,1,1,1,739,3467,187000
16779,4,1920,1567,1087,3,0,2,552,2712,158000
25339,3,1918,1416,0,2,0,2,521,3211,112000
6960,2,1940,798,504,1,0,1,576,1734,165250
11375,3,1954,1299,0,1,0,2,649,2703,150000
13770,3,1958,1176,0,1,1,1,336,1726,137000
9000,3,1945,998,0,1,0,2,527,3710,89500
115149,2,1971,1824,0,2,1,2,576,3360,302000
11075,3,1984,1522,0,2,0,2,332,2614,182000
10029,4,1988,1164,896,2,0,2,399,1728,211000
17541,3,1948,1325,0,2,0,2,308,943,216000
22692,3,1953,1630,0,2,0,2,0,2880,130000
17808,2,1946,1242,0,1,0,1,0,1133,109900
12671,4,1954,2422,0,3,0,2,264,2076,255000
12615,4,1950,2158,0,2,1,2,256,2684,243000
10512,3,1954,988,638,1,0,1,253,2560,154000
5400,3,1958,864,0,1,0,1,280,2313,118000
11515,3,1958,943,0,1,0,1,252,1340,80000
7711,4,1977,1440,0,2,2,0,515,2927,150000
